,country,description,points,price,variety,winery,Colour,Color,RW
2917,US,"With its 90% Napa and 10% Sonoma lineage, this wine serves up mild lime, butterscotch and green apple aromas and a nicely weighted palate with tropical fruit, peach and caramel flavors. The mouthfeel is soft, with a caramel custard quality. The long, creamy and toasty finish will win raves from lovers of both the full malolactic and well-oaked styles.",89,32.0,Chardonnay,Ferrari-Carano,White,0.0,1.0
2918,Chile,"Opens with true citrus, nettle and other snappy, prickly aromas. Like many Chilean SBs, it's fresh and charging, with zesty green-fruit and citrus flavors. Lime is present on the finish, as is a touch of lasting bitterness. Good but straightforward, and slightly narrow.",86,12.0,Sauvignon Blanc,Viña Mar de Casablanca,White,0.0,1.0
2919,Spain,"Aromas of citrus, especially white grapefruit and lime, are spunky and sweaty like Sauvignon Blanc or Verdejo. A solid, fleshy palate is home to a mix of citric and tropical flavors, while the finish reverts back to grapefruit, with a monotone feel. This is Macabeo, Garnacha Blanca and Pedro Ximénez.",88,95.0,White Blend,Marco Abella,White,0.0,1.0
2920,US,"This is a pleasant wine, with grapefruit and nectarine fruit, fresh but just a little flat through the midpalate. A good sipping wine, it's best served chilled and enjoyed while young.",86,18.0,Pinot Gris,Left Coast Cellars,White,0.0,1.0
2921,France,"Edging towards mineral, this is a perfumed Riesling, its white fruits bright and delicate, fitting well into the crisp acidity. It has a textured bite to it, bringing out the stony character. Worth aging 2–3 years.",88,15.0,Riesling,Dopff & Irion,White,0.0,1.0
2922,Germany,"Honeycomb and crushed rocks, preserved peach and citrus rind mix lavishly in this creamy, feather-light TBA. A bracing strike of acidity jolts through the midpalate, but finds ease in layers of mouth coating honey and wax that meander through an endlessly lingering finish. Stunning now, but will evolve well for decades to come.",94,400.0,Riesling,Weingut Weber,White,0.0,1.0
2923,Israel,"A nicely balanced Chard with typical attributes of lemon rind, crisp red apple, butter and toasted nuts. Aged in French oak and sur lie for nine months, the mouth is quite full and developed with flavors of baked apple and brioche. An excellent choice for chicken; drink now.",85,15.0,Chardonnay,Recanati,White,0.0,1.0
2924,US,"The winery's '05 reserve is oakier than their regular Chard, and the wine is heavier and less fresh, an impression heightened by full malolactic fermentation, which has softened the acidity and given a buttery taste.",84,28.0,Chardonnay,Zina Hyde Cunningham,White,0.0,1.0
2925,US,"Sourced from 35-year-old Wente clone vines, this offers bright apple with hints of peach. It's medium bodied and streaked with flavors of caramel and butterfinger candy.",88,45.0,Chardonnay,Panther Creek,White,0.0,1.0
2926,Spain,"A perennial Best Buy Rioja white that never deviates from the formula, which includes crisp aromas, fresh white fruit flavors and just enough sweetness so it doesn't come across tart. With proper acidity and weight, it hits the spot.",87,9.0,Viura,Marqués de Cáceres,White,0.0,1.0
2927,Australia,"With its bold aromas of melon, peach and pear, this is a fruit-driven wine of modest appeal. Simple fruit-cocktail flavors add a blast of citrus on the finish.",84,15.0,Chardonnay,Ferngrove,White,0.0,1.0
2928,France,"A very oxidative style, with unusual, though intense, flavors of straw and compost intermingled with poached pear and wet stones. The high quality of the raw material comes through on the long, caramel-apple finish. Drink now.",87,51.0,Pinot Gris,Marc Kreydenweiss,White,0.0,1.0
2929,US,"The operative word here is “big.” It's intense and powerful in orange, peach and banana flavors, and its notes of caramelized oak and vanilla are equally strong. Whether you like this oversized profile is a matter of taste, but this Chardonnay earns its score for sheer power and complexity.",90,38.0,Chardonnay,La Follette,White,0.0,1.0
2930,South Africa,"Grassy aromas meet those of papaya and banana, while the palate displays similar tropical notes with citrus and grassiness. Light and thin throughout, this finishes with bitter herbs.",84,12.0,Chenin Blanc,Vinum Africa,White,0.0,1.0
2931,US,"Rich and spicy, with a fine-tuned mineral element for added balance. The fruity flavors are redolent of plum, litchee, pear and melon. They linger nicely on a tangy, citrus-like finish.",88,9.0,Gewürztraminer,Alexander Valley Vineyards,White,0.0,1.0
2932,Germany,"Rich without being overly sweet, this wine's aromas are redolent of dried apricots, with a hint of shiitake mushroom as well. Gingery spice balances the honeyed richness on the palate, and extends through the long finish.",92,55.0,Riesling,Dr. H. Thanisch (Erben Müller-Burggraef),White,0.0,1.0
2933,US,"Clean, crisply defined green apple and pear fruit flavors anchor this high-acid Pinot Gris. A fine choice with cream-based sauces or seafood that needs something to cut through the flavor. More bottle age could round it out.",86,19.0,Pinot Gris,Lemelson,White,0.0,1.0
2934,US,"These grapes were pushed hard: first for ripeness and low yields, then with barrel fermentation and plenty of new wood. The result is a rich, buttery, nutty wine with a core of white-peach flavors that never fully reveal themselves. Drink young before the fruit fades.",85,22.0,Chardonnay,Macari,White,0.0,1.0
2935,Austria,"Pure lemon zest mingles with peppery pungency and makes for pepper-speckled refreshment. Linearity and focus abound and this wine is so lively, it seems to fast-forwarded into the future.",92,34.0,Grüner Veltliner,Bründlmayer,White,0.0,1.0
2936,Germany,"Fruity, packed with berry and melon aromas and flavors that end up coming across as slightly confected, with a slightly syrupy texture in the mouth.",84,20.0,Riesling,Weingut-Pension H.J.&E.; Lehmen,White,0.0,1.0
2937,US,"Hints of savory herbs, lime skins and crushed stones balance the exuberant notes of jasmine and tropical fruit. Dry, yet delightfully fruity, it's elegantly structured with a lemon-pith astringency that lingers.",88,22.0,Riesling,Damiani,White,0.0,1.0
2938,US,"This mid-level Chardonnay from Columbia Crest has a broad fan base, and is a popular by-the-glass pour. It is soft and plush, the fruit seems to float on a bed of puffy toast. Buttered apples, pastry and a finishing smack of green apple acidity leave you wanting the next sip.",87,12.0,Chardonnay,Columbia Crest,White,0.0,1.0
2939,Chile,"Visión has good peach, apricot and other stone fruits on a largely quiet nose, while the palate is surprisingly spry and tangy as it tastes like lemon-lime and pineapple. Finishes long and acid-washed, so overall it seems zesty and jumpy.",85,15.0,Viognier,Cono Sur,White,0.0,1.0
2940,Germany,"Riesling's growing popularity has led to a number of recent brand introductions, like this one. It's light in body, with a wiry intensity to its acids and crisp green apple, lime and wet stone notes. Drink it over the next year.",85,11.0,Riesling,blüfeld,White,0.0,1.0
2941,Australia,"Delicious, precise and excellent, but this Riesling isn't built to satisfy the masses. Its acidity is scouring and it gives the wine a tartness that makes your mouth water. Aromas are dusty and delicate, and flavors stay the lime and green grape track. Worth seeking out, but don't judge it on that first mouthpuckering sip. Imported by Old Bridge Cellars.",91,22.0,Riesling,Leeuwin Estate,White,0.0,1.0
2942,Germany,"Light in weight, as expected from the Mosel, but it also lacks richness or depth. There's a burnt matchstick note to the aromas, then simple, short-lived flavors of melon and citrus. Imported by Chapin Cellars, LLC.",81,11.0,Riesling,Meilen,White,0.0,1.0
2943,France,"At this stage, strong wood-influenced flavors dominate the fruit of this smooth-textured wine. It has the weight to stand up to the wood, so expect this wine to develop into a rich, creamy, lightly spicy wine in 2–3 years.",91,23.0,Bordeaux-style White Blend,Château Turcaud,White,0.0,1.0
2944,US,"Simple, with canned peach and apricot flavors and a slightly sweet finish.",83,10.0,Chardonnay,Harlow Ridge,White,0.0,1.0
2945,New Zealand,"No, this isn't that complex, but it does offer a mouthful of assertive Riesling flavor. Intense notes of green apple, lime and honey coat the palate, leaving a long, slightly sweet finish in their wake. Drink now.",89,16.0,Riesling,Forrest Estate,White,0.0,1.0
2946,US,"This 100% stainless-steel-aged Sauvignon Blanc has a crisp, herbal mouthfeel, with a melon-like brightness. Just a touch of green pepper and jalapeño muddle the finish.",84,8.0,Sauvignon Blanc,Peltier Station,White,0.0,1.0
2947,Argentina,"Varietally correct on the nose, but weak, with lychee, tropical fruit and Fantastik cleanser aromas. The palate fails to hold form, yielding an oily, heavy feel along with lemony, mealy flavors. Pithy on the finish.",83,9.0,Torrontés,Acordeón,White,0.0,1.0
2948,South Africa,"This wine starts with a curvy nose of pineapple, apricot and melon, leading into a very pretty interplay of tropical melon and spice on the palate. Elegant with a cheerful overall character, this Chenin balances acid and fruit well, creating a rounded wine with a delicate edge. Overall, dependable and fun.",88,11.0,Chenin Blanc,Winery of Good Hope,White,0.0,1.0
2949,US,"Along with a gorgeous blend of ripe fruits—apple, pear, and a bit of tangy pineapple—this wine carries a streak of wet stone into a full-bodied, lingering finish.",92,17.0,Pinot Gris,The Eyrie Vineyards,White,0.0,1.0
2950,France,"Aged in a combination of one- and two-year-old oak and stainless steel, Guigal's 2007 Saint-Joseph is round in the mouth yet minerally at the same time, with graphite notes supporting the voluminous pear and melon fruit, right through the lengthy finish.",90,30.0,Rhône-style White Blend,E. Guigal,White,0.0,1.0
2951,Romania,"This wine is medium straw in color, with aromas of perfumed talcum powder and green apple on the nose. It is smooth on the palate, with white stone fruit flavors and a soft finish.",88,9.0,Chardonnay,Cramele Halewood,White,0.0,1.0
2952,France,"Yellow fruit and honey aromas give this wine a fine, perfumed start. The palate is sweet, with an edge of boytrytis. Fragrant honey and peach flavors come with a line of acidity.",87,20.0,Bordeaux-style White Blend,Barton & Guestier,White,0.0,1.0
2953,US,"A great first effort from the new Jaxon Keys winery's estate Sauvignon Blanc vineyard, with green apple, pear, ripe melon and honey prominent throughout the wine's rich, creamy texture, with just a touch of key lime. A great example of inland Mendocino Sauvignon Blanc.",89,15.0,Sauvignon Blanc,Jaxon Keys,White,0.0,1.0
2954,US,"A bit tight and dainty on the nose, with reserved apple custard and white-flower aromas, this top-level bottling shows lots of nerve and verve once sipped. It offers salt, lime juice and honeysuckle on the palate, with lots of tension that lasts long after the bottle has been opened. It's a well-structured white.",90,38.0,Chardonnay,Gainey,White,0.0,1.0
2955,US,"Light gold in color, this wine is focused and bright. A jasmine aroma and succulent green-apple flavor pairs with steely minerality, offering power and grace in one satisfying package.",93,51.0,Chardonnay,The Calling,White,0.0,1.0
2956,Spain,"Minerally white-fruit aromas lack specificity. This is fresh but standard in feel, with briny flavors of nectarine, apple, citrus pith and nut skins. A dilute finish is fresh but thin. Why this blend of Sauvignon Blanc, Airén and Verdejo costs what it does is beyond comprehension because it smells, tastes and feels generic.",86,30.0,White Blend,Alcardet,White,0.0,1.0
2957,Austria,"Freshly milled white pepper and lemon zest are inviting on the nose. Spice and lemony freshness continue on the palate where they are joined by riper fruit notes of yellow and red apples, always keeping that refreshing and lively zing.",91,28.0,Grüner Veltliner,Wieninger,White,0.0,1.0
